file_name,class
100008_0_0.jpg,0
100010_0_0.jpg,1
100010_1_0.jpg,1
100012_0_1.jpg,1
100012_0_2.jpg,1
100012_1_1.jpg,1
100012_1_2.jpg,1
100014_0_0.jpg,0
100020_0_0.jpg,0
100064_0_0.jpg,0
100078_0_0.jpg,0
100078_1_0.jpg,1
100078_2_0.jpg,1
100078_3_0.jpg,0
100078_4_0.jpg,1
100084_0_0.jpg,0
100090_0_0.jpg,1
100098_0_0.jpg,0
100098_1_0.jpg,1
100128_0_0.jpg,0
100128_1_0.jpg,0
10012_0_1.jpg,1
10012_0_2.jpg,1
100132_0_0.jpg,0
100132_1_0.jpg,0
100138_0_0.jpg,0
100182_0_0.jpg,0
100182_1_0.jpg,0
100182_2_0.jpg,0
100187_0_0.jpg,0
100187_1_0.jpg,0
100187_2_0.jpg,0
100196_0_0.jpg,0
100196_1_0.jpg,0
100199_0_0.jpg,0
100203_0_0.jpg,1
100203_1_0.jpg,1
100203_2_1.jpg,1
100203_2_2.jpg,1
100203_3_0.jpg,0
100203_4_0.jpg,1
100203_5_0.jpg,1
100209_0_1.jpg,1
100209_0_2.jpg,1
100209_1_1.jpg,1
100209_1_2.jpg,1
100222_0_1.jpg,1
100222_0_2.jpg,1
100223_0_0.jpg,0
100223_1_0.jpg,0
100223_2_0.jpg,0
10023_0_1.jpg,1
10023_0_2.jpg,1
100244_0_0.jpg,0
100245_0_1.jpg,1
100245_0_2.jpg,1
100271_0_0.jpg,0
100271_1_0.jpg,0
100273_0_1.jpg,1
100273_0_2.jpg,1
100273_1_0.jpg,0
100273_2_0.jpg,0
100273_3_0.jpg,0
100282_0_0.jpg,0
100311_0_0.jpg,1
100311_10_0.jpg,1
100311_11_0.jpg,1
100311_12_1.jpg,1
100311_12_2.jpg,1
100311_1_0.jpg,1
100311_2_0.jpg,1
100311_3_0.jpg,1
100311_4_0.jpg,1
100311_5_0.jpg,1
100311_6_0.jpg,1
100311_7_0.jpg,1
100311_8_0.jpg,1
100311_9_0.jpg,1
100331_0_0.jpg,0
100337_0_0.jpg,0
100343_0_0.jpg,0
100343_1_0.jpg,0
100343_2_0.jpg,0
100395_0_0.jpg,0
100396_0_0.jpg,0
100396_1_0.jpg,0
100396_2_0.jpg,0
100396_3_0.jpg,0
100396_4_1.jpg,1
100396_4_2.jpg,1
100396_5_0.jpg,1
100396_6_0.jpg,1
100396_7_1.jpg,1
100396_7_2.jpg,1
100396_8_0.jpg,1
100396_9_0.jpg,0
100409_0_1.jpg,1
100409_0_2.jpg,1
100409_1_1.jpg,1
100409_1_2.jpg,1
100409_2_1.jpg,1
100409_2_2.jpg,1
100409_3_0.jpg,0
100409_4_0.jpg,0
10040_0_0.jpg,1
10040_1_0.jpg,1
10040_2_0.jpg,1
10040_3_1.jpg,1
10040_3_2.jpg,1
100413_0_0.jpg,0
100434_0_0.jpg,0
100434_1_0.jpg,0
100434_2_0.jpg,0
100434_3_0.jpg,1
100434_4_0.jpg,1
100434_5_0.jpg,1
100435_0_0.jpg,0
100435_1_0.jpg,0
100435_2_0.jpg,0
100435_3_0.jpg,0
100435_4_0.jpg,0
100454_0_0.jpg,1
100454_1_0.jpg,1
100454_2_0.jpg,1
100454_3_0.jpg,1
10046_0_0.jpg,0
10046_1_0.jpg,0
10046_2_0.jpg,0
100483_0_0.jpg,0
100485_0_0.jpg,0
100485_1_0.jpg,0
100485_2_0.jpg,0
100485_3_0.jpg,0
100486_0_0.jpg,0
100499_0_1.jpg,1
100499_0_2.jpg,1
100499_1_1.jpg,1
100499_1_2.jpg,1
100499_2_0.jpg,0
100499_3_0.jpg,1
100499_4_1.jpg,1
100499_4_2.jpg,1
100500_0_0.jpg,0
100500_1_0.jpg,0
100506_0_0.jpg,0
100516_0_0.jpg,1
100516_1_0.jpg,1
100516_2_0.jpg,1
100519_0_0.jpg,1
100519_1_0.jpg,1
100519_2_1.jpg,1
100519_2_2.jpg,1
100523_0_0.jpg,0
100553_0_0.jpg,0
100553_1_1.jpg,1
100553_1_2.jpg,1
100553_2_0.jpg,0
100553_3_0.jpg,1
100560_0_1.jpg,1
100560_0_2.jpg,1
100564_0_1.jpg,1
100564_0_2.jpg,1
100564_1_0.jpg,0
10056_0_0.jpg,0
10056_1_0.jpg,0
10058_0_0.jpg,0
100599_0_0.jpg,0
100599_1_0.jpg,1
100599_2_0.jpg,1
100599_3_0.jpg,1
100603_0_0.jpg,1
100611_0_0.jpg,0
100611_1_0.jpg,1
100611_2_0.jpg,1
100611_3_0.jpg,1
100611_4_0.jpg,0
100638_0_0.jpg,0
100638_1_1.jpg,1
100638_1_2.jpg,1
100638_2_1.jpg,1
100638_2_2.jpg,1
100652_0_0.jpg,0
100652_1_1.jpg,1
100652_1_2.jpg,1
100667_0_1.jpg,1
100667_0_2.jpg,1
100667_1_1.jpg,1
100667_1_2.jpg,1
100667_2_0.jpg,0
100667_3_0.jpg,0
100667_4_1.jpg,1
100667_4_2.jpg,1
100669_0_0.jpg,1
10069_0_1.jpg,1
10069_0_2.jpg,1
10069_1_0.jpg,0
1006_0_1.jpg,1
1006_0_2.jpg,1
1006_1_0.jpg,1
100722_0_0.jpg,0
100722_1_0.jpg,0
100722_2_0.jpg,0
10073_0_0.jpg,0
10073_1_0.jpg,0
100798_0_0.jpg,0
100798_1_1.jpg,1
100798_1_2.jpg,1
100798_2_1.jpg,1
100798_2_2.jpg,1
100801_0_1.jpg,1
100801_0_2.jpg,1
100801_1_0.jpg,1
100801_2_1.jpg,1
100801_2_2.jpg,1
100817_0_0.jpg,0
100817_1_0.jpg,0
100817_2_0.jpg,0
100817_3_0.jpg,0
100817_4_1.jpg,1
100817_4_2.jpg,1
100821_0_1.jpg,1
100821_0_2.jpg,1
100827_0_0.jpg,0
100827_1_0.jpg,0
100848_0_0.jpg,0
10084_0_0.jpg,0
100850_0_0.jpg,1
100850_1_1.jpg,1
100850_1_2.jpg,1
100850_2_0.jpg,0
100853_0_0.jpg,0
100859_0_0.jpg,1
100863_0_0.jpg,0
100865_0_0.jpg,1
100865_1_0.jpg,1
100865_2_0.jpg,1
100896_0_0.jpg,0
100896_1_1.jpg,1
100896_1_2.jpg,1
100912_0_1.jpg,1
100912_0_2.jpg,1
100930_0_1.jpg,1
100930_0_2.jpg,1
100930_1_0.jpg,0
10094_0_1.jpg,1
10094_0_2.jpg,1
10094_1_0.jpg,1
10094_2_0.jpg,0
10094_3_0.jpg,1
10094_4_0.jpg,1
101013_0_0.jpg,0
101013_1_0.jpg,0
101013_2_0.jpg,1
101013_3_0.jpg,1
101014_0_0.jpg,0
101014_1_0.jpg,0
101038_0_0.jpg,0
101038_1_0.jpg,0
101038_2_0.jpg,1
101053_0_0.jpg,0
101053_1_0.jpg,1
101059_0_0.jpg,0
101059_1_0.jpg,0
101059_2_0.jpg,0
101074_0_0.jpg,0
101079_0_1.jpg,1
101079_0_2.jpg,1
101088_0_0.jpg,0
101088_1_0.jpg,1
101088_2_0.jpg,1
101088_3_0.jpg,1
101088_4_0.jpg,1
101091_0_0.jpg,0
101094_0_0.jpg,0
101145_0_0.jpg,0
101146_0_0.jpg,0
10114_0_0.jpg,0
10114_1_0.jpg,0
101157_0_0.jpg,0
101157_1_0.jpg,0
101159_0_0.jpg,0
101160_0_0.jpg,0
101172_0_0.jpg,0
101172_1_1.jpg,1
101172_1_2.jpg,1
101172_2_0.jpg,0
101189_0_0.jpg,1
101189_1_0.jpg,1
101194_0_1.jpg,1
101194_0_2.jpg,1
101194_1_0.jpg,0
101195_0_1.jpg,1
101195_0_2.jpg,1
101195_1_1.jpg,1
101195_1_2.jpg,1
1011_0_0.jpg,0
101215_0_0.jpg,1
101215_1_0.jpg,1
101215_2_0.jpg,1
101215_3_1.jpg,1
101215_3_2.jpg,1
101215_4_0.jpg,1
101215_5_0.jpg,1
101218_0_1.jpg,1
101218_0_2.jpg,1
101218_1_0.jpg,0
101218_2_0.jpg,0
101234_0_0.jpg,1
101234_1_0.jpg,1
101234_2_0.jpg,1
101239_0_0.jpg,0
101239_1_1.jpg,1
101239_1_2.jpg,1
101239_2_0.jpg,0
101239_3_0.jpg,1
10123_0_0.jpg,0
10123_1_1.jpg,1
10123_1_2.jpg,1
101243_0_1.jpg,1
101243_0_2.jpg,1
101252_0_0.jpg,0
101252_1_0.jpg,1
101292_0_0.jpg,0
101304_0_0.jpg,0
101304_1_0.jpg,0
10130_0_0.jpg,1
10130_1_0.jpg,1
10130_2_0.jpg,0
10130_3_0.jpg,1
10130_4_0.jpg,1
10130_5_0.jpg,0
101341_0_0.jpg,0
101341_1_0.jpg,0
101341_2_0.jpg,0
101348_0_0.jpg,0
101348_1_1.jpg,1
101348_1_2.jpg,1
101348_2_0.jpg,0
101354_0_0.jpg,0
101354_1_1.jpg,1
101354_1_2.jpg,1
101357_0_0.jpg,0
101390_0_0.jpg,1
101401_0_1.jpg,1
101401_0_2.jpg,1
101401_1_0.jpg,0
101414_0_1.jpg,1
101414_0_2.jpg,1
101414_1_1.jpg,1
101414_1_2.jpg,1
101418_0_0.jpg,0
101450_0_0.jpg,1
101450_1_0.jpg,1
101450_2_0.jpg,1
101450_3_0.jpg,0
101450_4_0.jpg,0
101456_0_0.jpg,0
101468_0_1.jpg,1
101468_0_2.jpg,1
101468_1_0.jpg,1
101468_2_0.jpg,0
101485_0_0.jpg,1
101485_1_0.jpg,1
101485_2_0.jpg,1
101497_0_0.jpg,0
101503_0_1.jpg,1
101503_0_2.jpg,1
101503_1_0.jpg,1
101510_0_0.jpg,0
101510_1_0.jpg,0
101510_2_1.jpg,1
101510_2_2.jpg,1
101510_3_0.jpg,1
101510_4_0.jpg,1
101510_5_0.jpg,1
101510_6_0.jpg,1
101510_7_0.jpg,0
101530_0_1.jpg,1
101530_0_2.jpg,1
101530_1_0.jpg,1
101530_2_0.jpg,0
101530_3_0.jpg,0
101530_4_0.jpg,0
101548_0_0.jpg,0
101548_1_0.jpg,0
101559_0_0.jpg,0
101564_0_0.jpg,0
101564_1_0.jpg,1
101564_2_0.jpg,1
101564_3_0.jpg,1
101564_4_0.jpg,1
101564_5_0.jpg,1
101569_0_0.jpg,1
101569_1_0.jpg,1
101569_2_0.jpg,1
101572_0_1.jpg,1
101572_0_2.jpg,1
101575_0_0.jpg,1
101575_10_0.jpg,1
101575_11_0.jpg,1
101575_1_0.jpg,1
101575_2_0.jpg,1
101575_3_0.jpg,1
101575_4_0.jpg,1
101575_5_0.jpg,1
101575_6_0.jpg,1
101575_7_0.jpg,1
101575_8_0.jpg,1
101575_9_0.jpg,1
101594_0_1.jpg,1
101594_0_2.jpg,1
101594_1_1.jpg,1
101594_1_2.jpg,1
101594_2_0.jpg,1
101594_3_0.jpg,0
101630_0_0.jpg,0
101643_0_0.jpg,0
101646_0_1.jpg,1
101646_0_2.jpg,1
101646_1_1.jpg,1
101646_1_2.jpg,1
101646_2_0.jpg,1
101646_3_0.jpg,1
101657_0_0.jpg,0
101660_0_0.jpg,0
101660_1_0.jpg,0
10166_0_0.jpg,0
101684_0_0.jpg,0
101689_0_0.jpg,0
101690_0_0.jpg,0
101690_1_0.jpg,0
101697_0_0.jpg,0
101697_1_0.jpg,0
101697_2_0.jpg,0
101697_3_0.jpg,0
101697_4_1.jpg,1
101697_4_2.jpg,1
101697_5_0.jpg,0
101713_0_0.jpg,0
101720_0_0.jpg,0
101720_1_0.jpg,0
101738_0_0.jpg,0
101749_0_0.jpg,0
101749_1_0.jpg,0
101749_2_0.jpg,0
101749_3_0.jpg,0
101752_0_0.jpg,1
101753_0_0.jpg,0
101766_0_0.jpg,0
101766_1_1.jpg,1
101766_1_2.jpg,1
101766_2_0.jpg,0
