,file_name,class
0,100008_0_0.jpg,0
1,100010_0_0.jpg,1
2,100012_0_1.jpg,1
3,100012_1_2.jpg,1
4,100014_0_0.jpg,0
5,100020_0_0.jpg,0
6,100064_0_0.jpg,0
7,100078_0_0.jpg,0
8,100078_1_0.jpg,1
9,100078_2_0.jpg,1
10,100078_3_0.jpg,0
11,100084_0_0.jpg,0
12,100098_0_0.jpg,0
13,100128_0_0.jpg,0
14,100128_1_0.jpg,0
15,10012_0_1.jpg,1
16,100132_0_0.jpg,0
17,100132_1_0.jpg,0
18,100138_0_0.jpg,0
19,100182_0_0.jpg,0
20,100182_1_0.jpg,0
21,100182_2_0.jpg,0
22,100187_0_0.jpg,0
23,100187_1_0.jpg,0
24,100187_2_0.jpg,0
25,100196_0_0.jpg,0
26,100196_1_0.jpg,0
27,100199_0_0.jpg,0
28,100203_0_0.jpg,1
29,100203_1_0.jpg,1
30,100203_2_2.jpg,1
31,100203_3_0.jpg,0
32,100209_0_1.jpg,1
33,100209_1_2.jpg,1
34,100222_0_1.jpg,1
35,100223_0_0.jpg,0
36,100223_1_0.jpg,0
37,100223_2_0.jpg,0
38,10023_0_2.jpg,1
39,100244_0_0.jpg,0
40,100245_0_1.jpg,1
41,100271_0_0.jpg,0
42,100271_1_0.jpg,0
43,100273_0_2.jpg,1
44,100273_1_0.jpg,0
45,100273_2_0.jpg,0
46,100273_3_0.jpg,0
47,100282_0_0.jpg,0
48,100311_0_0.jpg,1
49,100311_1_0.jpg,1
50,100311_2_0.jpg,1
51,100311_3_0.jpg,1
52,100311_4_1.jpg,1
53,100331_0_0.jpg,0
54,100337_0_0.jpg,0
55,100343_0_0.jpg,0
56,100343_1_0.jpg,0
57,100343_2_0.jpg,0
58,100395_0_0.jpg,0
59,100396_0_0.jpg,0
60,100396_1_0.jpg,0
61,100396_2_0.jpg,0
62,100396_3_0.jpg,0
63,100396_4_2.jpg,1
64,100396_5_0.jpg,1
65,100396_6_1.jpg,1
66,100396_7_0.jpg,1
67,100396_8_0.jpg,0
